Symbol,Name,marketCap
MTN,Vail Resorts Inc,10989302784.0
SEE,Sealed Air Corp,9379819520.0
GFF,Griffon Corp,1261770368.0
PLL,Piedmont Lithium Inc,785376640.0
MERC,Mercer International Inc,823488896.0
PRPB,CC Neuberger Principal Holdings II Class A,1073065024.0
SLGN,Silgan Holdings Inc,4706778624.0
NEWR,New Relic Inc,4638343680.0
VABK,Virginia National Bankshares Corp,190622496.0
TEN,Tenneco Inc Class A,797318272.0
CALB,California BanCorp,176156720.0
LADR,Ladder Capital Corp Class A,1431510016.0
DXC,DXC Technology Co,8967452672.0
TEVA,Teva Pharmaceutical Industries Ltd ADR,9900836864.0
DTP,DTE Energy Company 6.25% Units,
VRT,Vertiv Holdings Co Class A,7821532160.0
KAR,KAR Auction Services Inc,1480501888.0
THS,TreeHouse Foods Inc,2128721280.0
COP,Conocophillips,119220076544.0
GIB,CGI Inc Class A,20477605888.0
JOB,GEE Group Inc,66070408.0
BNL,Broadstone Net Lease Inc,3522071552.0
CLBK,Columbia Financial Inc,2357078784.0
BWG,BrandywineGLOBAL Global Income Opptys Fd Inc,182358944.0
MAS,Masco Corp,13735763968.0
MMLP,Martin Midstream Partners Units,119124592.0
CENT,Central Garden & Pet Co,2290598912.0
KGC,Kinross Gold Corp,7233375232.0
KFFB,Kentucky First Federal Bancorp,63766872.0
CVI,CVR Energy Inc,2208666112.0
CABO,Cable One Inc,9072557056.0
UAN,CVR Partners Units,1062789376.0
CHD,Church & Dwight Co Inc,23611940864.0
COFS,ChoiceOne Financial Services Inc,197005984.0
TMST,TimkenSteel Corp,719466304.0
CNX,CNX Resources Corp,3400320000.0
CMS,CMS Energy Corp,18078126080.0
TRI,Thomson Reuters Corp,49529065472.0
PHG,Koninklijke Philips NV ADR,29227882496.0
NNN,National Retail Properties Inc,7435623424.0
MTDR,Matador Resources Co,5221451776.0
IPG,Interpublic Group of Companies Inc,13812926464.0
STWD,Starwood Property Trust Inc,7602627072.0
AVY,Avery Dennison Corp,15050584064.0
WFRD,Weatherford International PLC,2372868608.0
RGLD,Royal Gold Inc,7157091328.0
SBRA,Sabra Health Care REIT Inc,2927078400.0
OVBC,Ohio Valley Banc Corp,146322896.0
AEP,American Electric Power Company Inc,42778890240.0
AAT,American Assets Trust Inc,2109266944.0
H,Hyatt Hotels Corp Class A,10789785600.0
L,Loews Corp,15172588544.0
MHK,Mohawk Industries Inc,9741274112.0
HHC,Howard Hughes Corp,5207400448.0
SEAS,SeaWorld Entertainment Inc,5176510976.0
AQNU,Algonquin Power and Utilities Units,
RPM,RPM International Inc,10962808832.0
WLKP,Westlake Chemical Partners Units,946563072.0
MT,ArcelorMittal SA ADR,28316338176.0
RRC,Range Resources Corp,5320601600.0
GEL,Genesis Energy Units Class A,1419464832.0
DOC,Physicians Realty Trust,3782362112.0
MUR,Murphy Oil Corp,5192911872.0
MUSA,Murphy Usa Inc,4619359232.0
GLT,Glatfelter Corp,624241920.0
GRFS,Grifols SA ADR Class B,10360675328.0
ASGN,ASGN Inc,5703387136.0
JGGCU,Jaguar Global Growth I Units,
FAF,First American Financial Corp,7592583168.0
WEC,WEC Energy Group Inc,28272439296.0
GPI,Group 1 Automotive Inc,3043270656.0
GIC,Global Industrial Co,1221376000.0
PAG,Penske Automotive Group Inc,7506246144.0
DRI,Darden Restaurants Inc,18318176256.0
NERV,Minerva Neurosciences Inc,29905120.0
TECK,Teck Resources Ltd Class B,19126220800.0
JSM,Navient 6 Prcnt Senior Notes Exp 15 Dec 2043,6304392192.0
GOLD,Barrick Gold Corp,37592924160.0
ACM,AECOM,10132880384.0
ATY,AcuityAds Holdings Inc,163115152.0
FSS,Federal Signal Corp,2257221120.0
MTG,MGIC Investment Corp,5043280896.0
PRIM,Primoris Services Corp,1405799296.0
LEGH,Legacy Housing Corp,619039488.0
FRT,Federal Realty Investment Trust,9188496384.0
ACHC,Acadia Healthcare Company Inc,4713524736.0
LAZ,Lazard Ltd Class A,3904068352.0
SUM,Summit Materials Inc Class A,4040763648.0
OPCH,Option Care Health Inc,4291817728.0
LOPE,Grand Canyon Education Inc,3143773696.0
CCL,Carnival Corp,25020463104.0
GPOR,Gulfport Energy Corp,1296300416.0
HLF,Herbalife Nutrition Ltd,4695008768.0
PRGS,Progress Software Corp,1969843584.0
CSV,Carriage Services Inc,845931776.0
PRLHU,Pearl Holdings Acquisition Units,
CPE,Callon Petroleum Co,3395817472.0
PBI,Pitney Bowes Inc,850393920.0
CLMT,Calumet Specialty Products Partners Units,1286357632.0
CE,Celanese Corp,16654830592.0
RL,Ralph Lauren Corp Class A,9020291072.0
HUBB,Hubbell Inc,9973518336.0
PRG,PROG Holdings Inc,2083244800.0
PPL,PPL Corp,21282799616.0
HEP,Holly Energy Patners Units,1958020736.0
QRTEA,Qurate Retail Inc Series A,2698199040.0
THG,Hanover Insurance Group Inc,4994459648.0
PMVC,PMV Consumer Acquisition Corp Class A,215250000.0
EBTC,Enterprise Bancorp Inc,477359552.0
CSTM,Constellium SE Class A,2592688896.0
SUP,Superior Industries International Inc,98373256.0
SMLP,Summit Midstream Partners Units,171932528.0
XELA,Exela Technologies Inc,189385360.0
EVRG,Evergy Inc,14196149248.0
EEA,European Equity Closed Fund,67755656.0
SF,Stifel Financial Corp,8060007424.0
TTMI,TTM Technologies Inc,1256482304.0
TSAT,Telesat Corp Class A,268150144.0
TPX,Tempur Sealy International Inc,7675373568.0
TVC,Tennessee Valley Authority Power Bonds 1998 Series D due 01 June 2028,13256250.0
FTI,TechnipFMC PLC,2997155072.0
EVN,Eaton Vance Municipal Income Closed Fund,478783104.0
EBC,Eastern Bankshares Inc,3914447616.0
EXP,Eagle Materials Inc,5679703552.0
CNR,Cornerstone Building Brands Inc,2832354304.0
TRP,TC Energy Corp,51376357376.0
NUE,Nucor Corp,31919200256.0
MTH,Meritage Homes Corp,3434859776.0
OGS,ONE Gas Inc,4017990912.0
CIA,Citizens Inc Class A,213596096.0
CLH,Clean Harbors Inc,5163708416.0
SNY,Sanofi SA ADR,131331948544.0
KMT,Kennametal Inc,2751084032.0
ORI,Old Republic International Corp,8071266816.0
RAD,Rite Aid Corp,549905024.0
DOOR,Masonite International Corp,2286113024.0
SWX,Southwest Gas Holdings Inc,3956431616.0
MMS,Maximus Inc,4694896640.0
TPH,Tri Pointe Homes Inc (Delaware),2496159488.0
ZD,Ziff Davis Inc,4858727936.0
AFG,American Financial Group Inc,11533970432.0
LII,Lennox International Inc,9615782912.0
ZBH,Zimmer Biomet Holdings Inc,24440145920.0
NJR,New Jersey Resources Corp,3866982144.0
UHS,Universal Health Services Inc Class B,10625067008.0
EAT,Brinker International Inc,1862571648.0
KEX,Kirby Corp,3812239616.0
WPP,WPP PLC ADR,18732165120.0
VOC,VOC Energy Units,98600000.0
WWW,Wolverine World Wide Inc,2133364736.0
CBT,Cabot Corp,3960326144.0
WBS,Webster Financial Corp,11044517888.0
BGCP,BGC Partners Inc Class A,1578207232.0
VGR,Vector Group Ltd,1758211840.0
BKH,Black Hills Corp,4230647808.0
ARI,Apollo Commercial Real Estate Finance Inc,1806031488.0
LXU,LSB Industries Inc,1076552832.0
GNL,Global Net Lease Inc,1458744320.0
VSCO,Victoria's Secret & Co,5344809472.0
WH,Wyndham Hotels & Resorts Inc,8046843904.0
NHI,National Health Investors Inc,2445212672.0
GTES,Gates Industrial Corporation PLC,4376105472.0
CIB,Bancolombia SA ADR,8144278016.0
ADNT,Adient PLC,4283817472.0
ATGE,Adtalem Global Education Inc,1168972800.0
XELB,Xcel Brands Inc,25622026.0
TSE,Trinseo PLC,2185752064.0
SAFE,Safehold Inc,3536690432.0
HR,Healthcare Realty Trust Inc,4551670784.0
TRN,Trinity Industries Inc,2931873792.0
SM,SM Energy Co,4317186048.0
WAFD,Washington Federal Inc,2286743040.0
VNO,Vornado Realty Trust,8376714752.0
HSY,Hershey Co,41890914304.0
ACT,Enact Holdings Inc,3606905856.0
KF,Korea Closed Fund,157278144.0
SXC,SunCoke Energy Inc,640556032.0
WNC,Wabash National Corp,837150848.0
FITBI,Fifth Third Bancorp Depositary Shares Representing 1/1000th Perp Pref Shs,18195009536.0
ESI,Element Solutions Inc,5756919808.0
EAF,GrafTech International Ltd,2532195584.0
LPI,Laredo Petroleum Inc,1263736448.0
EPR,EPR Properties,3333328640.0
SWZ,Swiss Helvetia Closed Fund,120231936.0
CNA,CNA Financial Corp,12903405568.0
AFBI,Affinity Bancshares Inc,103914168.0
AU,AngloGold Ashanti Ltd ADR,8977090560.0
DPCSU,DP Cap Acquisition I Units,
TOL,Toll Brothers Inc,6509068800.0
HBANP,Huntington Bancshares 4.500 Depositary Shares Rep Perp Prf Shs Series H,
MCB,Metropolitan Bank Holding Corp,1142661376.0
BAK,Braskem SA ADR Class A,8095991296.0
CNDT,Conduent Inc,936293632.0
REGI,Renewable Energy Group Inc,1787116288.0
CR,Crane Co,5984291328.0
ALNA,Allena Pharmaceuticals Inc,34414100.0
Y,Alleghany Corp,9230919680.0
CTRA,Coterra Energy Inc,18899417088.0
CAAP,Corporacion America Airports SA,915488384.0
OFC,Corporate Office Properties Trust,2832836352.0
BLBD,Blue Bird Corp,547290496.0
GNW,Genworth Financial Inc Class A,2075208704.0
BON,Bon Natural Life Ltd,32320400.0
TPL,Texas Pacific Land Corp,8211218944.0
REG,Regency Centers Corp,11156239360.0
CNSL,Consolidated Communications Holdings Inc,810754368.0
RYAM,Rayonier Advanced Materials Inc,326972864.0
VNOM,Viper Energy Partners Units,2182937344.0
MDB,MongoDB Inc Class A,28699160576.0
BECN,Beacon Roofing Supply Inc,3837980160.0
CECE,CECO Environmental Corp,201963312.0
SNX,TD Synnex Corp,9768577024.0
PGTI,PGT Innovations Inc,1096553344.0
PDCE,PDC Energy Inc,5680240128.0
ALB,Albemarle Corp,26633095168.0
AEL,American Equity Investment Life Holding Co,3917946880.0
BC,Brunswick Corp,7314801664.0
WE,WeWork Inc Class A,5445711360.0
MCY,Mercury General Corp,2901983744.0
AUD,Audacy Inc Class A,326786464.0
NRZ,New Residential Investment Corp,4903755776.0
PLTK,Playtika Holding Corp,7627385344.0
CRC,California Resources Corp,3321030656.0
ACGLN,Arch Capital Group Depositary Shares Rep1000 Non Cumu Pref Shs Series G,
NOG,Northern Oil and Gas Inc,1904403200.0
APG,APi Group Corp,4896359936.0
AMC,AMC Entertainment Holdings Inc Class A,9111607296.0
AMN,AMN Healthcare Services Inc,4735536640.0
USM,United States Cellular Corp,2653177344.0
IBOC,International Bancshares Corp,2662689792.0
NOVT,Novanta Inc,4871107072.0
SSL,Sasol Ltd ADR,14201078784.0
SPIR,Spire Global Inc Class A,422745408.0
NWBI,Northwest Bancshares Inc,1779475840.0
PENN,Penn National Gaming Inc,8104464384.0
PDS,Precision Drilling Corp,709656704.0
PTVE,Pactiv Evergreen Inc,1862908160.0
SGML,Sigma Lithium Corp,974668672.0
GLP,Global Partners Units,912757312.0
GMRE,Global Medical REIT Inc,1031178816.0
ATKR,Atkore Inc,4783021568.0
TURN,180 Degree Capital Corp,76244320.0
PRI,Primerica Inc,5981929984.0
OMP,Oasis Midstream Partners LP Unit,1160256896.0
NVT,nVent Electric PLC,5647715840.0
RNER,Mount Rainier Acquisition Corp,220479056.0
SQFTP,Presidio Property Trus 9.375 Cumulative Redeemable Perpetual Cumulative,
NAACU,North Atlantic Acquisition Units,
ASH,Ashland Global Holdings Inc,5403452416.0
AGO,Assured Guaranty Ltd,4029692672.0
FSBW,FS Bancorp Inc,252669872.0
MDT,Medtronic PLC,137561931776.0
NWE,NorthWestern Corp,3167736832.0
BXMT,Blackstone Mortgage Trust Inc Class A,5238931456.0
NYT,New York Times Co Class A,7043012608.0
BSRR,Sierra Bancorp,409156736.0
SNN,Smith & Nephew PLC ADR,14674623488.0
RS,Reliance Steel & Aluminum Co,10140631040.0
BIG,Big Lots Inc,1155950336.0
DTG,DTE Energy 2021 4 375 Junior Subordinated Debentures Series E,
SWM,Schweitzer-Mauduit International Inc,957905280.0
TCBIO,Texas Capital Bancshares Depositary Shares 5 75 Non Cum Pref Shs Series B,
TCBI,Texas Capital Bancshares Inc,3358313728.0
WTFC,Wintrust Financial Corp,5794791936.0
CWK,Cushman & Wakefield PLC,4804583424.0
YVR,Liquid Media Group Ltd,11314813.0
CMLS,Cumulus Media Inc Class A,216510640.0
REXR,Rexford Industrial Realty Inc,11660541952.0
MHO,M/I Homes Inc,1407547648.0
DALN,Dallasnews Corp Series A,34255936.0
NEPT,Neptune Wellness Solutions Inc,43502416.0
NCMI,National Cinemedia Inc,253720864.0
CPG,Crescent Point Energy Corp,3831172096.0
FOR,Forestar Group Inc,930826816.0
OPINL,Office Properties Income 6 375 Senior Notes due 2050,
EVRI,Everi Holdings Inc,2030642304.0
SGRY,Surgery Partners Inc,4205972224.0
BSBR,Banco Santander Brasil SA ADR,45846704128.0
GCI,Gannett Co Inc,853968000.0
WTI,W&T Offshore Inc,634956864.0
NEXA,Nexa Resources SA,1172085248.0
MET,MetLife Inc,57892315136.0
EML,Eastern Co,157820768.0
ESGRO,Enstar Group Depository Shares 7 Perpetual Non Cumulative Preference Shs Series,3661534208.0
EAI,Entergy Arkansas First Mortgage Bonds 4.875 Series Exp 01 Sept 2066,1174504960.0
EPRT,Essential Properties Realty Trust Inc,3010172160.0
OII,Oceaneering International Inc,1425125504.0
EMP,Entergy Mississippi 4.90 First Mortgage Bonds Exp 1 Oct 2066,217092304.0
APO,Apollo Global Management Inc,39377997824.0
BCH,Banco de Chile ADR,10546173952.0
EXK,Endeavour Silver Corp,698890048.0
OTRA,OTR Acquisition Corp Class A,134869776.0
STC,Stewart Information Services Corp,1803834880.0
SBH,Sally Beauty Holdings Inc,1962972672.0
NTRSO,Northern Trust DS Representing 1 1000th Non Cumulative Perpetual Pref Shs,
ROST,Ross Stores Inc,33308416000.0
UP,Wheels Up Experience Inc Class A,857632576.0
BBBY,Bed Bath & Beyond Inc,1569461760.0
VSTO,Vista Outdoor Inc,2113080192.0
TGB,Taseko Mines Ltd,553714240.0
AVA,Avista Corp,3038786304.0
TPR,Tapestry Inc,10308809728.0
SKT,Tanger Factory Outlet Centers Inc,1706393856.0
BANR,Banner Corp,2125018880.0
IMPP,Imperial Petroleum Inc,
NTCO,Natura & Co Holding SA ADR,6074068480.0
DY,Dycom Industries Inc,2665559296.0
OIS,Oil States International Inc,394032640.0
MIC,Macquarie Infrastructure Holdings LLC,317405280.0
ITCB,Itau Corpbanca ADR,2070771072.0
TUGC,SAI.TECH Global Corp Class A,57601420.0
USCB,US Century Bank Class A,257490112.0
PKE,Park Aerospace Corp,266979520.0
YPF,YPF SA ADR Class D,1608650240.0
WF,Woori Financial Group Inc ADR,9031151616.0
CVR,Chicago Rivet & Machine Co,26341588.0
TSQ,Townsquare Media Inc Class A,202054208.0
NGD,New Gold Inc,1307327872.0
AVAL,Grupo Aval Acciones y Valores SA ADR,5937886720.0
BLD,TopBuild Corp,7507251712.0
KRG,Kite Realty Group Trust,4680286720.0
NYC,New York City REIT Inc Class A,150569120.0
TRIB,Trinity Biotech PLC ADR Class A,23200888.0
CHCO,City Holding Co,1203257472.0
CVGI,Commercial Vehicle Group Inc,252944336.0
KOS,Kosmos Energy Ltd,2092246144.0
BPYPN,Brookfield Ppty Partners 5 750 Cum Red Perp Series 3 Class A,
CVU,CPI Aerostructures Inc,29137030.0
VMW,VMware Inc Class A,51925229568.0
GLDD,Great Lakes Dredge & Dock Corp,902562112.0
UA,Under Armour Inc Class C,7799419392.0
CMPR,Cimpress PLC,1741051776.0
TNET,TriNet Group Inc,5549932544.0
HP,Helmerich and Payne Inc,3622387200.0
TIGO,Millicom International Cellular SA,2692212992.0
ACCO,ACCO Brands Corp,779249536.0
HMPT,Home Point Capital Inc,544159232.0
PTEN,Patterson-UTI Energy Inc,2809362688.0
MTX,Minerals Technologies Inc,2289892608.0
PEI,Pennsylvania Real Estate Investment Trust,70022792.0
PATK,Patrick Industries Inc,1645274880.0
PBCT,People's United Financial Inc,8868677632.0
CPS,Cooper-Standard Holdings Inc,286811456.0
THO,Thor Industries Inc,5295993856.0
COKE,Coca-Cola Consolidated Inc,5521103360.0
PLCE,Children's Place Inc,951045056.0
KBH,KB Home,3408127232.0
PSB,PS Business Parks Inc,4364015104.0
VLY,Valley National Bancorp,5717703680.0
KREF,KKR Real Estate Finance Trust Inc,1257827968.0
CCSI,Consensus Cloud Solutions Inc,1206314752.0
KTB,Kontoor Brands Inc,2730605568.0
POLA,Polar Power Inc,37469428.0
PZZA,Papa John's International Inc,4256394496.0
PK,Park Hotels & Resorts Inc,4405603840.0
STNE,StoneCo Ltd Class A,3846191104.0
NMRK,Newmark Group Inc Class A,3419672064.0
OGE,OGE Energy Corp,7280365056.0
FMAO,Farmers & Merchants Bancorp Inc,412238592.0
CPF,Central Pacific Financial Corp,816368448.0
HSC,Harsco Corp,1245082112.0
AGRO,Adecoagro SA,912797120.0
BSMX,Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero,7616856064.0
ENS,EnerSys,2976795648.0
BBD,Banco Bradesco SA ADR,38661226496.0
KW,Kennedy-Wilson Holdings Inc,3080962304.0
SUMR,Summer Infant Inc,18183564.0
NTIP,Network-1 Technologies Inc,67719872.0
BSAC,Banco Santander-Chile ADR,9388995584.0
EDN,Empresa Distribuidora y Comercializadora Norte SA ADR Class B,543840064.0
KMPR,Kemper Corp,3200477696.0
ESRT,Empire State Realty Trust Inc Class A,1575098496.0
UGP,Ultrapar Participacoes SA ADR,3068639232.0
BRFS,BRF SA ADR,2905988352.0
CRM,Salesforce Inc,203303993344.0
PAM,Pampa Energia SA ADR,1107475200.0
AYI,Acuity Brands Inc,6406469632.0
HCC,Warrior Met Coal Inc,1560838016.0
UONEK,Urban One Inc Class D,242679904.0
WMS,Advanced Drainage Systems Inc,8261427712.0
LSPD,Lightspeed Commerce Inc,4255516160.0
SJI,South Jersey Industries Inc,2756100608.0
GGAL,Grupo Financiero Galicia SA ADR Class B,2640438272.0
AIBBU,AIB Acquisition Units,
SHG,Shinhan Financial Group Co Ltd ADR,17454776320.0
SIGIP,Selective Ins Group DS Repstg 1 1000 Interest 4.60% Non Cum Pref Shs Series B,
GURE,Gulf Resources Inc,53499148.0
NGVT,Ingevity Corp,2520209664.0
ATTO,Atento SA,373649984.0
IBP,Installed Building Products Inc,3180749824.0
MLAIU,McLaren Technology Acquisition Units,
IBA,Industrias Bachoco SAB de CV ADR Series B,2040000000.0
MWA,Mueller Water Products Inc Series A,1993588864.0
SFNC,Simmons First National Corp Class A,3293324544.0
SIM,Grupo Simec SAB de CV ADR,4118742016.0
GOOS,Canada Goose Holdings Inc,2958771968.0
EXTN,Exterran Corp,196824272.0
PNW,Pinnacle West Capital Corp,7715691520.0
GPCO,Golden Path Acquisition Corp,74580000.0
GFI,Gold Fields Ltd ADR,10901164032.0
WTBA,West Bancorporation Inc,495154080.0
NAT,Nordic American Tanker Ltd,265865664.0
GDEN,Golden Entertainment Inc,1542910720.0
AMKR,Amkor Technology Inc,5171703296.0
WTM,White Mountains Insurance Group Ltd,3166666752.0
OXLCP,Oxford Lane Capital 6 25 Series 2027 Pref Shs,
RM,Regional Management Corp,524531392.0
MGY,Magnolia Oil & Gas Corp Class A,3788753664.0
CDE,Coeur Mining Inc,1361856256.0
TRS,TriMas Corp,1376992256.0
FULTP,Fulton Financial 1 40th DS Cum Prf Shs Series A,
QVCD,QVC 6.375% Senior Secured Notes Exp 13 Sep 2067,
HUSA,Houston American Energy Corp,12509708.0
RUSHA,Rush Enterprises Inc Class A,2720831744.0
BLNGU,Belong Acquisition Units,
REZI,Resideo Technologies Inc,3518686976.0
DK,Delek US Holdings Inc,1403184256.0
BHE,Benchmark Electronics Inc,860529664.0
TALO,Talos Energy Inc,994860224.0
TAC,TransAlta Corp,2845499904.0
BPYPO,Brookfield Ppty Partners 6 375 Cum Red Perp Pfd Unit Class A,
RZA,Reinsurance Group of America 6.20% Fixed To Floating Rate Subordinated,9061726208.0
VREX,Varex Imaging Corp,927626304.0
FTS,Fortis Inc,21359845376.0
FL,Foot Locker Inc,4324857344.0
IO,ION Geophysical Corp,14550832.0
SYNA,Synaptics Inc,8530533376.0
CACC,Credit Acceptance Corp,7805002752.0
FIVE,Five Below Inc,9335513088.0
FPH,Five Point Holdings LLC Class A,432008768.0
JXN,Jackson Financial Inc Class A,3855088384.0
CSAN,Cosan SA ADR,7908663296.0
FCNCO,First Citizens BancShares 5 625 Non Cumulative Perpetual Prf Shs Series C,
NOVA,Sunnova Energy International Inc,1924239232.0
BLMN,Bloomin' Brands Inc,1979547264.0
OZK,Bank Ozk,6140849152.0
TPC,Tutor Perini Corp,567925056.0
MXE,Mexico Equity and Income Closed Fund,39557888.0
TRTN,Triton International Ltd,4161199872.0
JRVR,James River Group Holdings Ltd,997909824.0
BCC,Boise Cascade Co,3120898816.0
G,Genpact Ltd,8344222208.0
MTW,Manitowoc Company Inc,597455872.0
DNB,Dun & Bradstreet Holdings Inc,8235709952.0
GPRK,GeoPark Ltd,892299968.0
ACIW,ACI Worldwide Inc,3969027840.0
RFP,Resolute Forest Products Inc,922636480.0
GEO,Geo Group Inc,789125376.0
AGNC,AGNC Investment Corp,7196488704.0
ACEVU,ACE Convergence Acquisition Unit,
ALTG,Alta Equipment Group Inc Class A,417164224.0
RELI,Reliance Global Group Inc,69790352.0
WGO,Winnebago Industries Inc,2237762816.0
ARLP,Alliance Resource Partners Units,1723492224.0
HAYW,Hayward Holdings Inc,4175083264.0
MRCC,Monroe Capital Corp,236763056.0
HCAT,Health Catalyst Inc,1523658624.0
GVA,Granite Construction Inc,1628222592.0
ATRS,Antares Pharma Inc,617252480.0
NMIH,NMI Holdings Inc Class A,2169363712.0
WRLD,World Acceptance Corp,1421346816.0
GTE,Gran Tierra Energy Inc,477288480.0
HTLD,Heartland Express Inc,1129127680.0
SP,SP Plus Corp,623302656.0
HOG,Harley-Davidson Inc,6302801408.0
PBAXU,Phoenix Biotech Acquisition Units,
ARCO,Arcos Dorados Holdings Inc Class A,1454402944.0
WNEB,Western New England Bancorp Inc,209687936.0
PECO,Phillips Edison & Co Inc,3723568128.0
PBAX,Phoenix Biotech Acquisition Corp Class A,229352368.0
LPX,Louisiana-Pacific Corp,5967427584.0
HCDI,Harbor Custom Development Inc,32828620.0
PRTY,Party City Holdco Inc,516234976.0
GEG,Great Elm Group Inc,51328192.0
PII,Polaris Inc,7206570496.0
PTOCU,Pine Technology Acquisition Units,
ONB,Old National Bancorp,3065900800.0
BTU,Peabody Energy Corp,2301874944.0
MGI,MoneyGram International Inc,820611136.0
PSFE,Paysafe Ltd,2583651840.0
TPST,Tempest Therapeutics Inc,21076476.0
IVH,Delaware Ivy High Income Opportunities Fund,213090192.0
NEON,Neonode Inc,59804888.0
DAC,Danaos Corp,2042780672.0
CRH,CRH PLC ADR,38610235392.0
LZB,La-Z-Boy Inc,1557781248.0
DTE,DTE Energy Co,22484224000.0
TAST,Carrols Restaurant Group Inc,143053056.0
ENJ,Entergy Orleans 5% Mortgage Bonds Series Exp 01 Dec 2052,211320144.0
CDEV,Centennial Resource Development Inc Class A,2332395264.0
BBGI,Beasley Broadcast Group Inc Class A,55599700.0
BZH,Beazer Homes USA Inc,518455840.0
LANC,Lancaster Colony Corp,4381399552.0
CENX,Century Aluminum Co,1720564608.0
TGS,Transportadora de Gas del Sur SA ADR Class B,733188224.0
VLYPO,Valley National 5.50% Fixed to Floating Rate Non Cum Perp Pref Shs Series B,3306911744.0
BVN,Compania de Minas Buenaventura SAA ADR,2318901504.0
VNTR,Venator Materials PLC,260010000.0
KRNT,Kornit Digital Ltd,4575023104.0
QNGY,Quanergy Systems Inc,
CHSCN,CHS Reset Rate Pref Shs Class B Series 2,
CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,
FMS,Fresenius Medical Care AG & Co KGaA ADR,19922460672.0
GIII,G-III Apparel Group Ltd,1346804480.0
CLW,Clearwater Paper Corp,535392768.0
FLL,Full House Resorts Inc,301202016.0
MYI,BlackRock MuniYield Quality Closed Fund III,884596096.0
BAP,Credicorp Ltd,12164419584.0
LPL,LG Display Co Ltd ADR,5787596288.0
BHFAM,Brighthouse Financial DS rep 1 1 000 4 625 Cum Prf Shs Series D,
UTMD,Utah Medical Products Inc,350054112.0
CFRX,ContraFect Corp,123898008.0
JOE,St Joe Co,2775720960.0
FPI,Farmland Partners Inc,498753024.0
MATW,Matthews International Corp Class A,1059912960.0
SLAB,Silicon Laboratories Inc,6123323392.0
LIND,Lindblad Expeditions Holdings Inc,860431424.0
SKYH,Sky Harbour Group Corp Class A,
AY,Atlantica Sustainable Infrastructure PLC,3581756160.0
ACB,Aurora Cannabis Inc,858526400.0
SOI,Solaris Oilfield Infrastructure Inc Class A,255336416.0
E,Eni SpA ADR,53838024704.0
ENVA,Enova International Inc,1608364544.0
WTRU,Essential Utilities 6.00 Tangible Equity Units,8543134208.0
UNVR,Univar Solutions Inc,4838111232.0
FERG,Ferguson PLC,33347911680.0
CANO,Cano Health Inc Class A,1123960576.0
BOH,Bank of Hawaii Corp,3519433984.0
LOCO,El Pollo Loco Holdings Inc,484798880.0
EGO,Eldorado Gold Corp,1894173952.0
STLA,Stellantis NV,57640206336.0
NYMTL,New York Mortgage Trust 6 875 Cumulative Red Pref Shs Series F,
GLBZ,Glen Burnie Bancorp,31678070.0
GBLI,Global Indemnity Group LLC Class A,376519008.0
GWRE,Guidewire Software Inc,7870115840.0
PEGA,Pegasystems Inc,7960891392.0
GBX,Greenbrier Companies Inc,1357172352.0
GTY,Getty Realty Corp,1267336832.0
PEB,Pebblebrook Hotel Trust,3008670720.0
MACC,Mission Advancement Corp Class A,417881216.0
OSH,Oak Street Health Inc,4102987008.0
FOA,Finance of America Companies Inc Class A,196259200.0
FDBC,Fidelity D&D Bancorp Inc,277259840.0
FMN,Federated Hermes Premier Municipal Income Closed End Fund,153520992.0
NSA,National Storage Affiliates Trust,5380634112.0
NRP,Natural Resource Partners Units,460209408.0
FMY,First Trust Mortgage Income Fund,53970068.0
GER,Goldman Sachs MLP and Energy Renaissance Fund,188178928.0
NINE,Nine Energy Service Inc,38409812.0
NBN,Northeast Bank,307636576.0
NBH,Neuberger Berman Municipal Fund Inc,253442384.0
GGB,Gerdau SA ADR,9073686528.0
VINE,Fresh Vine Wine Inc,58682000.0
GCMG,GCM Grosvenor Inc Class A,1737984000.0
GCP,GCP Applied Technologies Inc,2327516672.0
NM,Navios Maritime Holdings Inc,85672520.0
FOSLL,Fossil Group 7 Senior Notes due 2026,
OPEN,Opendoor Technologies Inc Class A,6211895808.0
FBRT,Franklin BSP Realty Trust Inc,583235072.0
CCEP,Coca-Cola Europacific Partners PLC,26248861696.0
KLXE,KLX Energy Services Holdings Inc,60218376.0
CMCO,Columbus McKinnon Corp,1262451584.0
CIGI,Colliers International Group Inc,6588923904.0
TWO,Two Harbors Investment Corp,1781427840.0
TLRY,Tilray Brands Inc,3189191168.0
THACU,Thrive Acquisition Units,
UNFI,United Natural Foods Inc,2351280896.0
CGAU,Centerra Gold Inc,2544612864.0
UGIC,UGI Units,
CHMI,Cherry Hill Mortgage Investment Corp,136264656.0
KRNLU,Kernel Group Holdings Units,
USB,US Bancorp,85850144768.0
SUPN,Supernus Pharmaceuticals Inc,1604464768.0
DPZ,Domino's Pizza Inc,15660744704.0
TAL,TAL Education Group ADR Class A,2005579904.0
JAMF,Jamf Holding Corp,4070148352.0
STL,Sterling Bancorp,5066109440.0
KTH,Structured Products 8% Corporate-Backed Trust Securities Certificates by PECO,
EEFT,Euronet Worldwide Inc,7307341824.0
EFC,Ellington Financial Inc,1003836160.0
NPO,EnPro Industries Inc,2172982272.0
