sector,stock_names,etf_names
Short-Term,FNMA 30yr Pool#FS0631 3.000% 01-Feb-2052 01-FEB-2052,1
Short-Term,FNMA 30yr Pool#MA0101 5.000% 01-May-2039 5.0% 01-MAY-2039,1
Short-Term,FNMA 30yr Pool#MA0444 5.000% 01-Jun-2040 5.0% 01-JUN-2040,1
Short-Term,FNMA 30yr Pool#MA0565 5.500% 01-Sep-2040 5.5% 01-SEP-2040,1
Short-Term,FNMA 30yr Pool#MA0633 5.000% 01-Jan-2041 5.0% 01-JAN-2041,1
Short-Term,FNMA 30yr Pool#MA1137 4.000% 01-Jul-2042 4.0% 01-JUL-2042,1
Short-Term,FNMA 30yr Pool#MA1228 3.000% 01-Sep-2042 3.0% 01-SEP-2042,1
Short-Term,FNMA 30yr Pool#MA1253 4.000% 01-Nov-2042 4.0% 01-NOV-2042,1
Short-Term,FNMA 30yr Pool#MA1373 3.500% 01-Mar-2043 3.5% 01-MAR-2043,1
Short-Term,FNMA 30yr Pool#MA1440 3.500% 01-May-2043 3.5% 01-MAY-2043,1
Short-Term,FNMA 30yr Pool#MA1715 4.000% 01-Dec-2043 4.0% 01-DEC-2043,1
Short-Term,FNMA 30yr Pool#MA2017 4.000% 01-Sep-2044 4.0% 01-SEP-2044,1
Short-Term,FNMA 30yr Pool#MA2057 4.000% 01-Oct-2044 4.0% 01-OCT-2044,1
Short-Term,FNMA 30yr Pool#MA2313 4.000% 01-Jun-2045 4.0% 01-JUN-2045,1
Short-Term,FNMA 30yr Pool#MA2509 3.000% 01-Jan-2046 3.0% 01-JAN-2046,1
Short-Term,FNMA 30yr Pool#MA2522 3.500% 01-Feb-2046 3.5% 01-FEB-2046,1
Short-Term,FNMA 30yr Pool#MA2642 3.500% 01-Jun-2046 3.5% 01-JUN-2046,1
Short-Term,FNMA 30yr Pool#MA2737 3.000% 01-Sep-2046 3.0% 01-SEP-2046,1
Short-Term,FNMA 30yr Pool#MA2805 2.500% 01-Nov-2046 2.5% 01-NOV-2046,1
Short-Term,FNMA 30yr Pool#MA2806 3.000% 01-Nov-2046 3.0% 01-NOV-2046,1
Short-Term,FNMA 30yr Pool#MA2863 3.000% 01-Jan-2047 3.0% 01-JAN-2047,1
Short-Term,FNMA 30yr Pool#MA2907 4.000% 01-Feb-2047 4.0% 01-FEB-2047,1
Short-Term,FNMA 30yr Pool#MA2916 4.000% 01-Feb-2047 4.0% 01-FEB-2047,1
Short-Term,FNMA 30yr Pool#MA2953 4.000% 01-Mar-2047 4.0% 01-MAR-2047,1
Short-Term,FNMA 30yr Pool#MA2995 4.000% 01-May-2047 4.0% 01-MAY-2047,1
Short-Term,FNMA 30yr Pool#MA3101 4.500% 01-Aug-2047 4.5% 01-AUG-2047,1
Short-Term,FNMA 30yr Pool#MA3123 5.000% 01-Aug-2047 5.0% 01-AUG-2047,1
Short-Term,FNMA 30yr Pool#MA3182 3.500% 01-Nov-2047 3.5% 01-NOV-2047,1
Short-Term,FNMA 30yr Pool#MA3184 4.500% 01-Nov-2047 4.5% 01-NOV-2047,1
Short-Term,FNMA 30yr Pool#MA3205 5.000% 01-Oct-2047 5.0% 01-OCT-2047,1
Short-Term,FNMA 30yr Pool#MA3238 3.500% 01-Jan-2048 3.5% 01-JAN-2048,1
Short-Term,FNMA 30yr Pool#MA3290 5.000% 01-Sep-2047 5.0% 01-SEP-2047,1
Short-Term,FNMA 30yr Pool#MA3468 4.500% 01-Sep-2048 4.5% 01-SEP-2048,1
Short-Term,FNMA 30yr Pool#MA3774 3.000% 01-Sep-2049 3.0% 01-SEP-2049,1
Short-Term,FNMA 30yr Pool#MA3804 4.000% 01-Oct-2049 4.0% 01-OCT-2049,1
Short-Term,FNMA 30yr Pool#MA3902 2.500% 01-Jan-2050 2.5% 01-JAN-2050,1
Short-Term,FNMA 30yr Pool#MA3937 3.000% 01-Feb-2050 3.0% 01-FEB-2050,1
Short-Term,FNMA 30yr Pool#MA4031 4.500% 01-May-2050 4.5% 01-MAY-2050,1
Short-Term,FNMA 30yr Pool#MA4078 2.500% 01-Jul-2050 2.5% 01-JUL-2050,1
Short-Term,FNMA 30yr Pool#MA4119 2.000% 01-Sep-2050 2.0% 01-SEP-2050,1
Short-Term,FNMA 30yr Pool#MA4121 3.000% 01-Sep-2050 3.0% 01-SEP-2050,1
Short-Term,FNMA 30yr Pool#MA4181 1.500% 01-Nov-2050 1.5% 01-NOV-2050,1
Short-Term,FNMA 30yr Pool#MA4182 2.000% 01-Nov-2050 2.0% 01-NOV-2050,1
Short-Term,FNMA 30yr Pool#MA4208 2.000% 01-Dec-2050 2.0% 01-DEC-2050,1
Short-Term,FNMA 30yr Pool#MA4209 1.500% 01-Dec-2050 1.5% 01-DEC-2050,1
Short-Term,FNMA 30yr Pool#MA4210 2.500% 01-Dec-2050 2.5% 01-DEC-2050,1
Short-Term,FNMA 30yr Pool#MA4211 3.000% 01-Dec-2050 3.0% 01-DEC-2050,1
Short-Term,FNMA 30yr Pool#MA4236 1.500% 01-Jan-2051 1.5% 01-JAN-2051,1
Short-Term,FNMA 30yr Pool#MA4255 2.000% 01-Feb-2051 2.0% 01-FEB-2051,1
Short-Term,FNMA 30yr Pool#MA4256 2.500% 01-Feb-2051 2.5% 01-FEB-2051,1
Short-Term,FNMA 30yr Pool#MA4257 3.000% 01-Feb-2051 3.0% 01-FEB-2051,1
Short-Term,FNMA 30yr Pool#MA4304 1.500% 01-Apr-2051 1.5% 01-APR-2051,1
Short-Term,FNMA 30yr Pool#MA4305 2.000% 01-Apr-2051 2.0% 01-APR-2051,1
Short-Term,FNMA 30yr Pool#MA4325 2.000% 01-May-2051 2.0% 01-MAY-2051,1
Short-Term,FNMA 30yr Pool#MA4414 2.500% 01-Sep-2051 2.5% 01-SEP-2051,1
Short-Term,FNMA 30yr Pool#MA4416 3.500% 01-Sep-2051 3.5% 01-SEP-2051,1
Short-Term,FNMA 30yr Pool#MA4548 2.500% 01-Feb-2052 2.5% 01-FEB-2052,1
Short-Term,FNMA 40yr Pool#257213 6.000% 01-Apr-2048 6.0% 01-APR-2048,1
Short-Term,FNMA 40yr Pool#257393 6.500% 01-Sep-2048 6.5% 01-SEP-2048,1
Short-Term,FNMA 40yr Pool#944530 6.000% 01-Jul-2047 6.0% 01-JUL-2047,1
Short-Term,FNMA 40yr Pool#AB1063 5.500% 01-Mar-2050 5.5% 01-MAR-2050,1
Short-Term,FNMA 40yr Pool#AB1927 5.500% 01-Jul-2050 5.5% 01-JUL-2050,1
Short-Term,FNMA 5/1 Pool#255694 Var 01-Mar-2035 4.849% 01-MAR-2035,1
Short-Term,FNMA 5/1 Pool#423294 Var 01-Jan-2028 4.931% 01-JAN-2028,1
Short-Term,FNMA 5/1 Pool#676604 Var 01-Dec-2032 4.768% 01-DEC-2032,1
Short-Term,FNMA 5/1 Pool#695016 Var 01-Feb-2033 4.207% 01-FEB-2033,1
Short-Term,FNMA 5/1 Pool#705712 Var 01-May-2033 4.299% 01-MAY-2033,1
Short-Term,FNMA 5/1 Pool#725054 Var 01-Sep-2039 4.7% 01-SEP-2039,1
Short-Term,FNMA 5/1 Pool#725320 Var 01-Aug-2039 4.751% 01-AUG-2039,1
Short-Term,FNMA 5/1 Pool#725741 Var 01-Feb-2037 4.759% 01-FEB-2037,1
Short-Term,FNMA 5/1 Pool#726778 Var 01-May-2033 4.175% 01-MAY-2033,1
Short-Term,FNMA 5/1 Pool#735361 Var 01-Jan-2035 4.647% 01-JAN-2035,1
Short-Term,FNMA 5/1 Pool#735448 Var 01-Mar-2035 4.799% 01-MAR-2035,1
Short-Term,FNMA 5/1 Pool#735645 Var 01-Apr-2034 4.489% 01-APR-2034,1
Short-Term,FNMA 5/1 Pool#735740 Var 01-Oct-2034 4.387% 01-OCT-2034,1
Short-Term,FNMA 5/1 Pool#735813 Var 01-Jul-2035 4.573% 01-JUL-2035,1
Short-Term,FNMA 5/1 Pool#745124 Var 01-Nov-2035 4.156% 01-NOV-2035,1
Short-Term,FNMA 5/1 Pool#745672 Var 01-Apr-2036 4.251% 01-APR-2036,1
Short-Term,FNMA 5/1 Pool#745676 Var 01-May-2036 4.239% 01-MAY-2036,1
Short-Term,FNMA 5/1 Pool#745761 Var 01-Aug-2036 4.521% 01-AUG-2036,1
Short-Term,FNMA 5/1 Pool#746320 Var 01-Oct-2033 4.678% 01-OCT-2033,1
Short-Term,FNMA 5/1 Pool#751928 Var 01-Oct-2033 4.625% 01-OCT-2033,1
Short-Term,FNMA 5/1 Pool#770191 Var 01-Mar-2034 4.506% 01-MAR-2034,1
Short-Term,FNMA 5/1 Pool#773209 Var 01-Dec-2034 4.581% 01-DEC-2034,1
Short-Term,FNMA 5/1 Pool#773246 Var 01-Feb-2035 4.72% 01-FEB-2035,1
Short-Term,FNMA 5/1 Pool#773281 Var 01-Mar-2035 4.688% 01-MAR-2035,1
Short-Term,FNMA 5/1 Pool#776488 Var 01-Mar-2034 4.311% 01-MAR-2034,1
Short-Term,FNMA 5/1 Pool#781578 Var 01-Dec-2034 4.555% 01-DEC-2034,1
Short-Term,FNMA 5/1 Pool#783576 Var 01-Dec-2034 4.801% 01-DEC-2034,1
Short-Term,FNMA 5/1 Pool#786802 Var 01-Jul-2034 4.176% 01-JUL-2034,1
Short-Term,FNMA 5/1 Pool#788181 Var 01-Oct-2034 4.657% 01-OCT-2034,1
Short-Term,FNMA 5/1 Pool#794794 Var 01-Oct-2034 4.108% 01-OCT-2034,1
Short-Term,FNMA 5/1 Pool#802695 Var 01-Dec-2034 4.365% 01-DEC-2034,1
Short-Term,FNMA 5/1 Pool#804852 Var 01-Dec-2034 4.615% 01-DEC-2034,1
Short-Term,FNMA 5/1 Pool#804962 Var 01-Jan-2035 4.649% 01-JAN-2035,1
Short-Term,FNMA 5/1 Pool#805163 Var 01-Jan-2035 4.694% 01-JAN-2035,1
Short-Term,FNMA 5/1 Pool#806556 Var 01-Feb-2035 4.943% 01-FEB-2035,1
Short-Term,FNMA 5/1 Pool#810896 Var 01-Jan-2035 4.152% 01-JAN-2035,1
Short-Term,FNMA 5/1 Pool#813184 Var 01-Nov-2034 4.489% 01-NOV-2034,1
Short-Term,FNMA 5/1 Pool#813641 Var 01-May-2036 4.5% 01-MAY-2036,1
Short-Term,FNMA 5/1 Pool#815639 Var 01-Jun-2035 4.272% 01-JUN-2035,1
Short-Term,FNMA 5/1 Pool#816308 Var 01-Feb-2035 4.447% 01-FEB-2035,1
Short-Term,FNMA 5/1 Pool#816362 Var 01-Jan-2035 4.387% 01-JAN-2035,1
Short-Term,FNMA 5/1 Pool#821129 Var 01-May-2035 4.572% 01-MAY-2035,1
Short-Term,FNMA 5/1 Pool#821912 Var 01-Jun-2035 4.034% 01-JUN-2035,1
Short-Term,FNMA 5/1 Pool#822262 Var 01-Mar-2035 4.273% 01-MAR-2035,1
Short-Term,FNMA 5/1 Pool#822302 Var 01-May-2035 4.935% 01-MAY-2035,1
Short-Term,FNMA 5/1 Pool#823717 Var 01-May-2035 4.765% 01-MAY-2035,1
Short-Term,FNMA 5/1 Pool#828480 Var 01-Jun-2035 4.468% 01-JUN-2035,1
Short-Term,FNMA 5/1 Pool#834931 Var 01-Jul-2035 4.131% 01-JUL-2035,1
Short-Term,FNMA 5/1 Pool#838297 Var 01-Aug-2035 4.73% 01-AUG-2035,1
Short-Term,FNMA 5/1 Pool#847988 Var 01-Dec-2035 4.817% 01-DEC-2035,1
Short-Term,FNMA 5/1 Pool#872502 Var 01-Jun-2036 4.408% 01-JUN-2036,1
Short-Term,FNMA 5/1 Pool#879152 Var 01-Nov-2035 4.376% 01-NOV-2035,1
Short-Term,FNMA 5/1 Pool#879153 Var 01-Nov-2035 4.195% 01-NOV-2035,1
Short-Term,FNMA 5/1 Pool#880366 Var 01-Feb-2036 4.039% 01-FEB-2036,1
Short-Term,FNMA 5/1 Pool#881670 Var 01-Mar-2036 4.348% 01-MAR-2036,1
Short-Term,FNMA 5/1 Pool#888184 Var 01-Jan-2037 4.971% 01-JAN-2037,1
Short-Term,FNMA 5/1 Pool#888519 Var 01-Jan-2035 4.594% 01-JAN-2035,1
Short-Term,FNMA 5/1 Pool#891326 Var 01-Apr-2036 4.234% 01-APR-2036,1
Short-Term,FNMA 5/1 Pool#894530 Var 01-May-2035 5.06% 01-MAY-2035,1
Short-Term,FNMA 5/1 Pool#894571 Var 01-Mar-2036 5.313% 01-MAR-2036,1
Short-Term,FNMA 5/1 Pool#895834 Var 01-Apr-2036 4.363% 01-APR-2036,1
Short-Term,FNMA 5/1 Pool#898756 Var 01-Jun-2034 4.223% 01-JUN-2034,1
Short-Term,FNMA 5/1 Pool#AC5426 Var 01-Dec-2039 4.629% 01-DEC-2039,1
Short-Term,FNMA 5/1 Pool#AD0415 Var 01-Aug-2037 4.555% 01-AUG-2037,1
Short-Term,FNMA 5/1 Pool#AD0954 Var 01-Jul-2035 4.473% 01-JUL-2035,1
Short-Term,FNMA 5/1 Pool#AE0350 Var 01-Sep-2040 4.562% 01-SEP-2040,1
Short-Term,FNMA 5/1 Pool#AE0576 Var 01-Oct-2040 4.596% 01-OCT-2040,1
Short-Term,FNMA 5/1 Pool#AE0763 Var 01-Jan-2041 4.692% 01-JAN-2041,1
Short-Term,FNMA 5/1 Pool#AL1651 Var 01-Feb-2036 4.261% 01-FEB-2036,1
Short-Term,FNMA 5/1 Pool#AL2024 Var 01-Sep-2035 4.598% 01-SEP-2035,1
Short-Term,FNMA 5/1 Pool#AL2641 Var 01-Dec-2040 4.693% 01-DEC-2040,1
Short-Term,FNMA 5/1 Pool#AL2642 Var 01-Jan-2038 4.522% 01-JAN-2038,1
Short-Term,FNMA 5/1 Pool#AL3234 Var 01-Dec-2037 4.68% 01-DEC-2037,1
Short-Term,FNMA 5/1 Pool#AL5107 Var 01-Dec-2040 4.684% 01-DEC-2040,1
Short-Term,FNMA 5/1 Pool#AL5548 Var 01-May-2038 4.589% 01-MAY-2038,2
Short-Term,FNMA 5/1 Pool#AL6380 Var 01-Dec-2044 2.753% 01-DEC-2044,1
Short-Term,FNMA 5/1 Pool#AL6808 Var 01-Apr-2040 4.492% 01-APR-2040,1
Short-Term,FNMA 5/1 Pool#AL7246 Var 01-Aug-2036 4.718% 01-AUG-2036,1
Short-Term,FNMA 5/1 Pool#AW4121 Var 01-Apr-2044 4.425% 01-APR-2044,1
Short-Term,FNMA 5/1 Pool#BD4533 Var 01-Sep-2044 3.463% 01-SEP-2044,1
Short-Term,FNMA 5/1 Pool#BD8660 Var 01-Dec-2045 2.534% 01-DEC-2045,1
Short-Term,FNMA 5/1 Pool#BM3013 Var 01-Jul-2044 4.334% 01-JUL-2044,1
Short-Term,FNMA 5/1 Pool#BM3980 Var 01-Feb-2043 4.648% 01-FEB-2043,1
Short-Term,FNMA 5/1 Pool#BM6238 Var 01-Jul-2042 4.14% 01-JUL-2042,1
Short-Term,FNMA 5/1 Pool#BM6249 Var 01-Apr-2044 4.141% 01-APR-2044,1
Short-Term,FNMA 7/1 Pool#555246 Var 01-Jan-2033 4.769% 01-JAN-2033,1
Short-Term,FNMA 7/1 Pool#555717 Var 01-Aug-2033 3.995% 01-AUG-2033,1
Short-Term,FNMA 7/1 Pool#594238 Var 01-Dec-2030 5.069% 01-DEC-2030,1
Short-Term,FNMA 7/1 Pool#677025 Var 01-Jan-2033 4.723% 01-JAN-2033,1
Short-Term,FNMA 7/1 Pool#694703 Var 01-Apr-2033 4.628% 01-APR-2033,1
Short-Term,FNMA 7/1 Pool#725964 Var 01-Oct-2034 4.623% 01-OCT-2034,1
Short-Term,FNMA 7/1 Pool#735202 Var 01-Dec-2034 4.442% 01-DEC-2034,1
Short-Term,FNMA 7/1 Pool#735960 Var 01-Sep-2035 4.676% 01-SEP-2035,1
Short-Term,FNMA 7/1 Pool#744805 Var 01-Nov-2033 4.143% 01-NOV-2033,1
Short-Term,FNMA 7/1 Pool#745401 Var 01-Mar-2036 4.759% 01-MAR-2036,1
Short-Term,FNMA 7/1 Pool#763134 Var 01-Dec-2033 4.6% 01-DEC-2033,1
Short-Term,FNMA 7/1 Pool#829317 Var 01-Sep-2035 4.46% 01-SEP-2035,1
Short-Term,FNMA 7/1 Pool#888757 Var 01-Sep-2037 4.58% 01-SEP-2037,1
Short-Term,FNMA 7/1 Pool#AL0505 Var 01-Nov-2035 4.465% 01-NOV-2035,1
Short-Term,FNMA 7/1 Pool#AL2817 Var 01-Nov-2036 4.561% 01-NOV-2036,1
Short-Term,FNMA 7/1 Pool#AL4250 Var 01-Sep-2039 4.638% 01-SEP-2039,1
Short-Term,FNMA 7/1 Pool#AL4666 Var 01-May-2037 4.613% 01-MAY-2037,1
Short-Term,FNMA 7/1 Pool#AL5552 Var 01-Dec-2040 4.692% 01-DEC-2040,1
Short-Term,FNMA 7/1 Pool#AL7001 Var 01-Sep-2037 4.53% 01-SEP-2037,1
Short-Term,FNMA 7/1 Pool#AL7162 Var 01-Sep-2042 4.41% 01-SEP-2042,1
Short-Term,FNMA 7/1 Pool#AL8640 Var 01-Dec-2041 4.739% 01-DEC-2041,1
Short-Term,FNMA 7/1 Pool#BD4509 Var 01-Jan-2044 2.802% 01-JAN-2044,1
Short-Term,FNMA 7/1 Pool#BM1799 Var 01-Sep-2042 4.657% 01-SEP-2042,1
Short-Term,FNMA 7/1 Pool#BM6247 Var 01-Aug-2044 4.005% 01-AUG-2044,1
Short-Term,FNMA Connecticut Avenue Securities Series 2018-C06 2.10771% 25-MAR-2031,1
Short-Term,FNMA Connecticut Avenue Securities Series 2019-R01 2.55771% 25-JUL-2031,1
Short-Term,FNMA Connecticut Avenue Securities Series 2019-R02 2.40771% 25-AUG-2031,1
Short-Term,FNMA Pool#065581 Var 01-Aug-2028 4.202% 01-AUG-2028,1
Short-Term,FNMA Pool#068526 Var 01-Oct-2027 3.697% 01-OCT-2027,1
Short-Term,FNMA Pool#190726 Var 01-Mar-2033 4.825% 01-MAR-2033,1
Short-Term,FNMA Pool#276629 Var 01-Jan-2023 4.201% 01-JAN-2023,1
Short-Term,FNMA Pool#307676 Var 01-Jan-2025 4.487% 01-JAN-2025,1
Short-Term,FNMA Pool#307678 Var 01-Feb-2025 4.494% 01-FEB-2025,1
Short-Term,FNMA Pool#323520 Var 01-Mar-2025 4.646% 01-MAR-2025,1
Short-Term,FNMA Pool#534985 Var 01-Jul-2028 4.818% 01-JUL-2028,1
Short-Term,FNMA Pool#535178 Var 01-Dec-2024 4.199% 01-DEC-2024,1
Short-Term,FNMA Pool#544859 Var 01-Aug-2029 2.943% 01-AUG-2029,1
Short-Term,FNMA Pool#545114 Var 01-Aug-2028 4.651% 01-AUG-2028,1
Short-Term,FNMA Pool#555111 Var 01-Sep-2027 4.063% 01-SEP-2027,1
Short-Term,FNMA Pool#555565 Var 01-Aug-2032 4.579% 01-AUG-2032,1
Short-Term,FNMA Pool#555626 Var 01-May-2033 4.83% 01-MAY-2033,1
Short-Term,FNMA Pool#555830 Var 01-Sep-2033 3.675% 01-SEP-2033,1
Short-Term,FNMA Pool#555994 Var 01-Nov-2033 3.891% 01-NOV-2033,1
Short-Term,FNMA Pool#555995 Var 01-Nov-2033 4.003% 01-NOV-2033,1
Short-Term,FNMA Pool#557072 Var 01-Jun-2040 3.91% 01-JUN-2040,1
Short-Term,FNMA Pool#561771 Var 01-Jan-2031 3.905% 01-JAN-2031,1
Short-Term,FNMA Pool#563477 Var 01-Nov-2040 3.91% 01-NOV-2040,1
Short-Term,FNMA Pool#698947 Var 01-Mar-2028 3.809% 01-MAR-2028,1
Short-Term,FNMA Pool#725286 Var 01-Jun-2032 4.692% 01-JUN-2032,1
Short-Term,FNMA Pool#735150 Var 01-Jul-2033 4.619% 01-JUL-2033,1
Short-Term,FNMA Pool#735825 Var 01-Jul-2035 4.621% 01-JUL-2035,1
Short-Term,FNMA Pool#836464 Var 01-Oct-2035 4.531% 01-OCT-2035,1
Short-Term,FNMA Pool#836852 Var 01-Oct-2035 4.266% 01-OCT-2035,1
Short-Term,FNMA Pool#843823 Var 01-Nov-2035 4.347% 01-NOV-2035,1
Short-Term,FNMA Pool#843997 Var 01-Nov-2035 4.458% 01-NOV-2035,1
Short-Term,FNMA Pool#844052 Var 01-Nov-2035 4.431% 01-NOV-2035,1
Short-Term,FNMA Pool#844148 Var 01-Nov-2035 4.45% 01-NOV-2035,1
Short-Term,FNMA Pool#844214 Var 01-Nov-2035 4.36% 01-NOV-2035,1
Short-Term,FNMA Pool#844237 Var 01-Nov-2035 4.371% 01-NOV-2035,1
Short-Term,FNMA Pool#844789 Var 01-Nov-2035 4.315% 01-NOV-2035,1
Short-Term,FNMA Pool#849088 Var 01-Nov-2035 4.431% 01-NOV-2035,1
Short-Term,FNMA Pool#851282 Var 01-Nov-2035 4.438% 01-NOV-2035,1
Short-Term,FNMA Pool#872236 Var 01-May-2036 4.671% 01-MAY-2036,1
Short-Term,FNMA Pool#886891 Var 01-Sep-2036 4.739% 01-SEP-2036,1
Short-Term,FNMA Pool#888666 Var 01-Jan-2032 4.781% 01-JAN-2032,1
Short-Term,FNMA Pool#888676 Var 01-Sep-2033 4.812% 01-SEP-2033,1
Short-Term,FNMA Pool#995008 Var 01-Oct-2036 4.731% 01-OCT-2036,1
Short-Term,FNMA Pool#995639 Var 01-Nov-2035 4.442% 01-NOV-2035,1
Short-Term,FREED ABS Trust 2019-2 B 3.19% 18-NOV-2026,1
Short-Term,FREED ABS Trust 2021-1CP B 1.41% 18-MAR-2028,1
Short-Term,FREMF 2012-K19 Mortgage Trust B 3.983062% 25-MAY-2045,2
Short-Term,FREMF 2013-K24 Mortgage Trust B 3.506243% 25-NOV-2040,1
Short-Term,FREMF 2015-K42 Mortgage Trust B 3.850272% 25-JAN-2050,1
Short-Term,FREMF 2015-K720 Mortgage Trust B 3.387122% 25-SEP-2050,1
Short-Term,FREMF 2015-K721 Mortgage Trust B 3.573117% 25-OCT-2048,1
Short-Term,FREMF 2016-K57 Mortgage Trust C 3.917419% 25-SEP-2051,1
Short-Term,FREMF 2016-K58 Mortgage Trust C 3.737783% 25-AUG-2052,1
Short-Term,FREMF 2017-K62 Mortgage Trust C 3.877782% 25-JAN-2027,1
Short-Term,FREMF 2018-K732 Mortgage Trust C 4.057165% 25-MAY-2025,1
Short-Term,FRTKL 2021-SFR1 Trust D 2.172% 17-AUG-2040,1
Short-Term,FS Energy & Power Fund 7.5% 15-AUG-2023,6
Short-Term,FS KKR Capital Corp. 1.65% 12-OCT-2024,9
Short-Term,FS KKR Capital Corp. 2.625% 15-JAN-2027,3
Short-Term,FS KKR Capital Corp. 3.25% 15-JUL-2027,5
Short-Term,FS KKR Capital Corp. 3.4% 15-JAN-2026,8
Short-Term,FS KKR Capital Corp. 4.125% 01-FEB-2025,6
Short-Term,FS KKR Capital Corp. 4.25% 14-FEB-2025,4
Short-Term,FS KKR Capital Corp. 4.625% 15-JUL-2024,6
Short-Term,FS KKR Capital Corp. 4.75% 15-MAY-2022,4
Short-Term,FS Luxembourg SARL 10.0% 15-DEC-2025,1
Short-Term,FS Rialto 2019-FL1 A 1.285% 16-DEC-2036,1
Short-Term,FS Rialto 2021-FL2 A 1.326% 16-MAY-2038,1
Short-Term,FS Rialto 2021-FL3 A 1.356% 16-NOV-2036,1
Short-Term,FUTURES,5
Short-Term,FWD Ltd. 5.0% 24-SEP-2024,1
Short-Term,"FXI Holdings, Inc. 7.875% 01-NOV-2024",6
Short-Term,FactSet Research Systems Inc. 2.9% 01-MAR-2027,3
Short-Term,Fair Isaac Corporation 4.0% 15-JUN-2028,1
Short-Term,Fair Isaac Corporation 5.25% 15-MAY-2026,5
Short-Term,Fair Square Issuance Trust 2020-A A 2.9% 20-SEP-2024,1
Short-Term,Fairbanks North Star Boro Alaska 5.0% 01-SEP-2022,1
Short-Term,"Fairfax (US), Inc. 4.875% 13-AUG-2024",1
Short-Term,Fairfax Cnty Va 4.0% 01-OCT-2022,1
Short-Term,Fairfax Cnty Va 4.0% 01-OCT-2023,2
Short-Term,Fairfax Cnty Va 4.0% 01-OCT-2024,2
Short-Term,Fairfax Cnty Va 4.0% 01-OCT-2025,4
Short-Term,Fairfax Cnty Va 4.0% 01-OCT-2026,1
Short-Term,Fairfax Cnty Va 5.0% 01-APR-2023,3
Short-Term,Fairfax Cnty Va 5.0% 01-APR-2024,2
Short-Term,Fairfax Cnty Va 5.0% 01-OCT-2022,2
Short-Term,Fairfax Cnty Va 5.0% 01-OCT-2023,4
Short-Term,Fairfax Cnty Va 5.0% 01-OCT-2024,3
Short-Term,Fairfax Cnty Va 5.0% 01-OCT-2025,1
Short-Term,Fairfax Cnty Va Economic Dev Auth Lease Rev 5.0% 15-MAY-2022,1
Short-Term,Fairfax Cnty Va Economic Dev Auth Rev 5.0% 01-JUN-2022,1
Short-Term,Fairfax Cnty Va Economic Dev Auth Transn Contract Rev 3.0% 01-APR-2022,1
Short-Term,Fairfax Cnty Va Economic Dev Auth Transn Dist Impt Rev 5.0% 01-APR-2022,1
Short-Term,Fairfax Cnty Va Indl Dev Auth Rev 4.0% 15-MAY-2022,1
Short-Term,Fairfax Cnty Va Indl Dev Auth Rev 5.0% 15-MAY-2022,1
Short-Term,Fairfax Cnty Va Indl Dev Auth Rev 5.0% 15-MAY-2024,2
Short-Term,Fairfax Cnty Va Indl Dev Auth Rev VAR 15-MAY-2057,1
Short-Term,Fairfax Cnty Va Swr Rev 5.0% 15-JUL-2022,1
Short-Term,Fairfax Cnty Va Wtr Auth Wtr Rev 5.0% 01-APR-2022,2
Short-Term,Fairfax Cnty Va Wtr Auth Wtr Rev 5.0% 01-APR-2023,1
Short-Term,Fairfax Cnty Va Wtr Auth Wtr Rev 5.0% 01-APR-2024,1
Short-Term,Fairfax Cnty Va Wtr Auth Wtr Rev 5.0% 01-APR-2026,1
Short-Term,Fairfax Cnty Va Wtr Auth Wtr Rev 5.0% 01-APR-2027,1
Short-Term,Fairfax Va 5.0% 15-JUL-2022,1
Short-Term,Fairfield Calif Cmnty Facs Dist Spl Tax 4.0% 01-SEP-2022,1
Short-Term,Fairport N Y Cent Sch Dist 3.0% 01-MAR-2022,1
Short-Term,Fairport N Y Cent Sch Dist 4.0% 15-JUN-2022,1
Short-Term,Fairview Park Ohio 3.0% 01-DEC-2030,1
Short-Term,Fairview Park Ohio 4.0% 01-DEC-2022,1
Short-Term,Fall River Calif Jt Uni Sch Dist 3.0% 01-AUG-2022,1
Short-Term,Fall River Mass 4.0% 01-DEC-2022,1
Short-Term,Fall River Mass 4.0% 01-MAR-2022,1
Short-Term,Fall River Mass 4.0% 15-JUL-2022,1
Short-Term,Fallbrook Calif Un High Sch Dist San Diego 4.0% 01-AUG-2022,1
Short-Term,Falls Church Va 5.0% 15-JUL-2023,1
Short-Term,Falmouth Mass 3.0% 01-MAR-2022,1
Short-Term,Falmouth Mass 4.0% 15-JUL-2022,1
Short-Term,Fannie Mae Grantor Trust 2005-T1 A1 0.50771% 25-MAY-2035,1
Short-Term,Fannie Mae Guaranteed Stripped Mortgage-Backed Securities Trust Number 389 4 6.0% 25-JUL-2038,1
Short-Term,Fannie Mae Guaranteed Stripped Mortgage-Backed Securities Trust Number 397 2 5.0% 25-SEP-2039,1
Short-Term,Fannie Mae Guaranteed Stripped Mortgage-Backed Securities Trust Number 398 C13 4.0% 25-SEP-2039,1
Short-Term,"Fannie Mae Guaranteed Stripped Mortgage-Backed Securities Trust Number 409, Groups 1 - 5 49 3.5% 01-JUN-2042",1
Short-Term,"Fannie Mae Guaranteed Stripped Mortgage-Backed Securities Trust Number 409, Groups 1 - 5 53 3.5% 01-JUN-2042",1
Short-Term,"Fannie Mae Guaranteed Stripped Mortgage-Backed Securities Trust Number 418, groups 1-30 C1 3.5% 25-AUG-2043",1
